Borehole ID,Document ID,Sub Borehole Layer,Latitude,Longitude,Top Depth,Bottom Depth,Description,USCS,Lithology,Distance_km,Color,Elevation,md
55,515,3,47.5748049,-122.407537,4.0,8.5,"Light yellow-brown, fine to coarse sand, moist, medium dense, little silt, little rounded gravel, occasional cobble.",SP-SM,Sand,14.146797209252664,blue,35,4.0
55,515,4,47.5748049,-122.407537,8.5,12.0,"Light brown and yellow-brown, plastic silt, moist, stiff.",MH,Silt,14.146797209252664,blue,35,8.5
56,515,1,47.57473791,-122.4079439,0.0,2.0,"3 inches light brown silt topsoil, sod, light brown, fine sandy silt, dry, soft, with roots to 1 inch diameter",ML,Topsoil / vegetation,14.178237504247264,blue,28,0.0
56,515,2,47.57473791,-122.4079439,2.0,4.5,"Brown, silty, fine sand, moist, medium dense, little rounded gravel.",SM,Silty sand,14.178237504247264,blue,28,2.0
56,515,3,47.57473791,-122.4079439,4.5,11.0,"Yellow and reddish brown, fine to medium, sandy silt, moist, medium stiff.",ML,Sandy silt,14.178237504247264,blue,28,4.5
57,516,1,47.57301326,-122.4092762,0.0,3.299999952,"Very loose to loose, dark brown, silty, fine sand to sandy silt, moist.",SM-ML,Silty sand,14.311149538799638,blue,26,0.0
57,516,2,47.57301326,-122.4092762,3.299999952,7.5,"Stiff to very stiff, brown to light gray, sandy, clayey silt, moist.",ML,Clayey silt,14.311149538799638,blue,26,3.299999952
58,516,1,47.57294274,-122.4092291,0.0,3.0,"Very loose, brown, slightly silty, slightly gravelly to gravelly, fine sand, moist.",SM,Sand,14.30911738665594,blue,26,0.0
58,516,2,47.57294274,-122.4092291,3.0,4.5,"Very loose, brown, silty, fine sand to sandy silt, with traces of gravel, moist to wet.",SM-ML,Silty sand,14.30911738665594,blue,26,3.0
58,516,3,47.57294274,-122.4092291,4.5,7.0,"Stiff to hard, brown to gray, slightly sandy, clayey silt to silty clay, wet, iron-oxide staining.",ML-CL,Clayey silt,14.30911738665594,blue,26,4.5
59,516,1,47.57294232,-122.4090872,0.0,3.0,"Loose, dark brown, slightly silty, slightly gravelly, fine to medium sand, moist, scattered organics; SM.",SM,Sand,14.298634597413788,blue,26,0.0
59,516,2,47.57294232,-122.4090872,3.0,4.5,"Medium dense, brown, silty, fine sand to sandy silt, wet.",SM-ML,Silty sand,14.298634597413788,blue,26,3.0
59,516,3,47.57294232,-122.4090872,4.5,7.5,"Medium dense, gray, slightly clayey, sandy silt, moist to wet.",ML,Sandy silt,14.298634597413788,blue,26,4.5
60,516,1,47.57304111,-122.4090827,0.0,6.0,"Very loose, dark brown, silty sand to sandy silt, moist, with scattered organics and 4 inch seam of sandy clay at 5 to 5.4 ft.",SM-ML,Silty sand,14.296269365065372,blue,26,0.0
60,516,2,47.57304111,-122.4090827,6.0,7.5,"Loose, brown to gray, silty sand and sandy silt, interbedded at 4 to 6 inches, layers of oxide staining, moist to wet, scattered organics (charred wood).",SM,Silty sand,14.296269365065372,blue,26,6.0
60,516,3,47.57304111,-122.4090827,7.5,11.5,"Loose to medium dense, gray, slightly silty to silty sand, wet, iron-oxide staining, occasional organics.",SM,Sand,14.296269365065372,blue,26,7.5
60,516,4,47.57304111,-122.4090827,11.5,12.0,"Dense, gray, sandy silt, wet.",ML,Sandy silt,14.296269365065372,blue,26,11.5
61,516,1,47.57303932,-122.409192,0.0,3.0,"Loose, brown, silty, fine sand, moist.",SM,Silty sand,14.304388347830198,blue,26,0.0
61,516,2,47.57303932,-122.409192,3.0,4.5,"Loose, brown to gray, silty, fine sand to sandy silt, moist.",SM-ML,Silty sand,14.304388347830198,blue,26,3.0
61,516,3,47.57303932,-122.409192,4.5,9.5,"Loose to medium dense, gray, silty, fine sand, trace gravel, scattered organics.",SM,Silty sand,14.304388347830198,blue,26,4.5
61,516,4,47.57303932,-122.409192,9.5,10.5,"Medium dense to dense, gray, sandy silt, moist to wet.",ML,Sandy silt,14.304388347830198,blue,26,9.5
62,521,1,47.57375712,-122.4129091,0.0,3.5,"Dark brown, silty, fine sand, moist, loose.",SM,Silty sand,14.5650976649492,blue,9,0.0
62,521,2,47.57375712,-122.4129091,3.5,5.5,"Brown, medium sand, moist, loose.",SP,Sand,14.5650976649492,blue,9,3.5
62,521,3,47.57375712,-122.4129091,5.5,8.0,"Brown, silt and sand, wet, soft.",ML,Silty sand,14.5650976649492,blue,9,5.5
62,521,4,47.57375712,-122.4129091,8.0,12.0,"Gray, silty, medium sand, wet, loose.",SM,Silty sand,14.5650976649492,blue,9,8.0
62,521,5,47.57375712,-122.4129091,12.0,18.0,"Gray, gravelly, silty, medium sand, very wet, loose.",SM,Silty sand,14.5650976649492,blue,9,12.0
62,521,6,47.57375712,-122.4129091,18.0,24.0,"Gray, clayey silt, very moist, hard.",ML,Clayey silt,14.5650976649492,blue,9,18.0
62,521,7,47.57375712,-122.4129091,24.0,30.5,"Gray, fine sand, moist, very dense.",SP,Sand,14.5650976649492,blue,9,24.0
63,528,1,47.56926926,-122.4078335,0.0,3.5,"Loose to medium dense, gray-brown, gravelly, silty, fine sand, dry, scattered plant fragments.",SM,Fill,14.287795158895426,blue,29,0.0
63,528,2,47.56926926,-122.4078335,3.5,14.5,"Loose, light brown to brown, clean to slightly silty, fine sand, dry to 6 ft.",SP-SM,Sand,14.287795158895426,blue,29,3.5
63,528,3,47.56926926,-122.4078335,14.5,15.0,"Stiff, gray, clayey silt, moist.",ML,Clayey silt,14.287795158895426,blue,29,14.5
64,529,1,47.56942733,-122.4082281,0.0,18.0,"Tan, loose to moderately dense, silty sand.",SM,Silty sand,14.313054062761998,blue,17,0.0
64,529,2,47.56942733,-122.4082281,18.0,35.5,"Light gray, silty sand, dense.",SM,Silty sand,14.313054062761998,blue,17,18.0
65,530,1,47.56926791,-122.4082508,0.0,2.400000095,"Loose, brown, slightly silty, gravelly sand, damp, with concrete and wood fragments.",SP,Fill,14.318500021473625,blue,12,0.0
65,530,2,47.56926791,-122.4082508,2.400000095,6.0,"Loose to medium dense, clean, fine to medium sand, moist.",SP,Sand,14.318500021473625,blue,12,2.400000095
65,530,3,47.56926791,-122.4082508,6.0,10.19999981,"Loose to medium dense, gray, silty sand, containing irregular layers of silty clay, with organics (wood fragments).",SM,Silty sand,14.318500021473625,blue,12,6.0
65,530,4,47.56926791,-122.4082508,10.19999981,11.0,"Medium dense, dark brown, silty sand, containing wood fragments.",SM,Silty sand,14.318500021473625,blue,12,10.19999981
66,530,1,47.5691857,-122.4082478,0.0,0.600000024,"Ivy roots, forest duff and organic material",PT,Topsoil / vegetation,14.320235409840684,blue,12,0.0
66,530,2,47.5691857,-122.4082478,0.600000024,1.0,"Loose, dark brown, silty sand, with scattered roots.",SM,Silty sand,14.320235409840684,blue,12,0.600000024
66,530,3,47.5691857,-122.4082478,1.0,10.80000019,"Loose to medium dense, light brown, fine to medium sand, damp.",SP,Sand,14.320235409840684,blue,12,1.0
66,530,4,47.5691857,-122.4082478,10.80000019,13.0,"Medium dense, gray, slightly silty, fine to medium sand, wet.",SM,Sand,14.320235409840684,blue,12,10.80000019
67,530,1,47.56928705,-122.4079192,0.0,0.600000024,"Dark brown, silty sand with roots.",SM,Silty sand,14.293670903341226,blue,18,0.0
67,530,2,47.56928705,-122.4079192,0.600000024,6.800000191,"Loose, light brown, fine to medium sand with minor organics and wood fragments.",SW,Sand,14.293670903341226,blue,18,0.600000024
67,530,3,47.56928705,-122.4079192,6.800000191,10.39999962,"Loose to medium dense, gray, slightly silty, fine to medium sand, wet.",SW,Sand,14.293670903341226,blue,18,6.800000191
67,530,4,47.56928705,-122.4079192,10.39999962,11.0,"Medium stiff, silty sand and clay, with scattered organics.",SC-SM,Silty sand,14.293670903341226,blue,18,10.39999962
67,530,5,47.56928705,-122.4079192,11.0,12.0,"Medium dense, gray sand, wet.",SP,Sand,14.293670903341226,blue,18,11.0
68,530,1,47.5691876,-122.4079643,0.0,0.200000003,Forest duff and dry roots,PT,Topsoil / vegetation,14.299354524173346,blue,18,0.0
68,530,2,47.5691876,-122.4079643,0.200000003,9.600000381,"Loose to medium dense, light brown, fine to medium sand, damp.",SP,Sand,14.299354524173346,blue,18,0.200000003
68,530,3,47.5691876,-122.4079643,9.600000381,11.0,"Loose to medium dense, slightly silty, fine to medium sand, wet, with occasional wood chips.",SM,Sand,14.299354524173346,blue,18,9.600000381
69,530,1,47.56922371,-122.4081033,0.0,1.399999976,"Loose, silty sand, with bricks and trash.",SM,Fill,14.30870966895707,blue,18,0.0
69,530,2,47.56922371,-122.4081033,1.399999976,6.0,"Loose, light brown, fine to medium sand, with occasional fragments of wood, damp.",SP,Sand,14.30870966895707,blue,18,1.399999976
69,530,3,47.56922371,-122.4081033,6.0,10.0,"Loose to medium dense, gray to brown mottled, slightly silty to silty, fine to medium sand, containing wood fragments, wet.",SM,Sand,14.30870966895707,blue,18,6.0
69,530,4,47.56922371,-122.4081033,10.0,11.0,"Gray, silty sand, with occasional organics.",SM,Silty sand,14.30870966895707,blue,18,10.0
70,530,1,47.5692143,-122.4081759,0.0,12.0,"Very loose to loose, brown to gray-brown, slightly silty to silty sand, damp to wet.",SM,Sand,14.314269733341972,blue,18,0.0
70,530,2,47.5692143,-122.4081759,12.0,20.5,"Medium dense to very dense, gray, slightly silty sand, with scattered root or wood fragments.",SP,Sand,14.314269733341972,blue,18,12.0
71,530,1,47.56922897,-122.4079496,0.0,6.800000191,"Loose, brown to gray-brown sand and silty sand, wet.",SW-SM,Sand,14.297287815904756,blue,18,0.0
71,530,2,47.56922897,-122.4079496,6.800000191,9.199999809,"Medium stiff to stiff, gray, clayey silt, damp with occasional wood fragments.",OH,Clayey silt,14.297287815904756,blue,18,6.800000191
71,530,3,47.56922897,-122.4079496,9.199999809,25.0,"Medium dense to very dense, slightly silty to silty sand, damp to wet.",SM,Sand,14.297287815904756,blue,18,9.199999809
72,575,1,47.53996136,-122.3901916,0.0,0.200000003,Asphalt,Not applicable,Asphalt / concrete,14.120384094016169,blue,55,0.0
72,575,2,47.53996136,-122.3901916,0.200000003,6.0,"Silty sand with gravel; brown, fine to medium sand, coarse gravel, medium dense, moist.",SM,Fill,14.120384094016169,blue,55,0.200000003
72,575,3,47.53996136,-122.3901916,6.0,24.5,"Sand; yellow brown, fine to coarse, trace silt and gravel, very dense, moist.",SW,Sand,14.120384094016169,blue,55,6.0
73,575,1,47.54033736,-122.3900024,0.0,0.100000001,Asphalt.,Not applicable,Asphalt / concrete,14.08898253269699,blue,57,0.0
73,575,2,47.54033736,-122.3900024,0.100000001,7.0,"Silty sand with gravel; brown, fine to medium, medium gravel medium dense, moist.",SM,Fill,14.08898253269699,blue,57,0.100000001
73,575,3,47.54033736,-122.3900024,7.0,12.0,"Sand; gray, fine to coarse, little gravel and silt, dense, moist.",SW,Sand,14.08898253269699,blue,57,7.0
73,575,4,47.54033736,-122.3900024,12.0,17.0,"Sand; dark gray, fine to coarse, few silt, little gravel dense, wet.",SW,Sand,14.08898253269699,blue,57,12.0
73,575,5,47.54033736,-122.3900024,17.0,23.79999924,"Sand; gray, fine to medium, trace fine to coarse gravel very dense, moist.",SP,Sand,14.08898253269699,blue,57,17.0
74,575,1,47.54017433,-122.3897415,0.0,0.129999995,Asphalt.,Not applicable,Asphalt / concrete,14.079487288191071,blue,57,0.0
74,575,2,47.54017433,-122.3897415,0.129999995,1.5,"Silty sand; brown mottled gray, few to little gravel, trace organics, medium dense, moist.",SM,Fill,14.079487288191071,blue,57,0.129999995
74,575,3,47.54017433,-122.3897415,1.5,2.5,"Silty sand, dark brown, fine to medium, medium dense, moist.",SM,Silty sand,14.079487288191071,blue,57,1.5
74,575,4,47.54017433,-122.3897415,2.5,4.5,"Sand; gray, fine to coarse, trace to few silt, trace gravel, medium dense, moist.",SW,Sand,14.079487288191071,blue,57,2.5
75,575,1,47.53999777,-122.3896381,0.0,0.200000003,Asphalt.,Not applicable,Asphalt / concrete,14.081310005673403,blue,57,0.0
75,575,2,47.53999777,-122.3896381,0.200000003,2.200000048,"Sand; gray, little silt and gravel, trace organics, medium dense, very moist.",SW,Fill,14.081310005673403,blue,57,0.200000003
75,575,3,47.53999777,-122.3896381,2.200000048,2.5,"Silty sand; gray-brown to mottled dark brown, fine to medium, dense, moist.",SM,Fill,14.081310005673403,blue,57,2.200000048
75,575,4,47.53999777,-122.3896381,2.5,4.5,"Sand; gray, fine to coarse, trace to few silt, trace gravel, medium dense, moist.",SW,Sand,14.081310005673403,blue,57,2.5
76,575,1,47.54023485,-122.3893913,0.0,0.200000003,Asphalt.,Not applicable,Asphalt / concrete,14.05289506897667,blue,58,0.0
76,575,2,47.54023485,-122.3893913,0.200000003,1.5,"Sand with gravel; gray brown, trace to few silt dense, moist.",SW,Fill,14.05289506897667,blue,58,0.200000003
76,575,3,47.54023485,-122.3893913,1.5,2.5,"Silty sand with gravel; gray brown, fine to medium, trace charcoal, medium dense, moist, weathered.",SM,Silty sand,14.05289506897667,blue,58,1.5
76,575,4,47.54023485,-122.3893913,2.5,4.5,"Sand; gray, fine to coarse, trace to few silt, trace gravel, medium dense, moist.",SW,Sand,14.05289506897667,blue,58,2.5
77,575,1,47.54046427,-122.389448,0.0,0.200000003,Asphalt.,Not applicable,Asphalt / concrete,14.04532837951035,blue,58,0.0
77,575,2,47.54046427,-122.389448,0.200000003,1.5,"Silty sand; red-brown, fine to medium, trace gravel and charcoal, medium dense, moist.",SM,Fill,14.04532837951035,blue,58,0.200000003
77,575,3,47.54046427,-122.389448,1.5,4.5,"Sand; gray-brown, fine to medium, trace gravel and silt, medium dense, moist.",SW,Sand,14.04532837951035,blue,58,1.5
78,575,1,47.54045329,-122.3889415,0.0,0.100000001,Asphalt.,Not applicable,Asphalt / concrete,14.011747087950928,blue,62,0.0
78,575,2,47.54045329,-122.3889415,0.100000001,6.0,"Silty sand with gravel; brown, fine to medium, trace organics, loose, slightly moist.",SM,Fill,14.011747087950928,blue,62,0.100000001
78,575,3,47.54045329,-122.3889415,6.0,13.0,"Sand with silt; brown mottled gray, fine to coarse, trace gravel, medium dense, moist.",SM,Sand,14.011747087950928,blue,62,6.0
78,575,4,47.54045329,-122.3889415,13.0,17.0,"Silty sand with gravel; brown fine to coarse sand, fine gravel, medium dense, very moist.",SM,Silty sand,14.011747087950928,blue,62,13.0
78,575,5,47.54045329,-122.3889415,17.0,20.0,"Sand with silt; brown, fine to medium, trace gravel, very dense, moist.",SW,Sand,14.011747087950928,blue,62,17.0
78,575,6,47.54045329,-122.3889415,20.0,29.5,"Sand; gray brown, fine to medium, trace silt and gravel, with occasional laminations of sandy silt, very dense, very moist.",SW,Sand,14.011747087950928,blue,62,20.0
79,575,1,47.54022712,-122.3890226,0.0,0.100000001,Asphalt.,Not applicable,Asphalt / concrete,14.028457749922987,blue,63,0.0
79,575,2,47.54022712,-122.3890226,0.100000001,6.0,"Silty sand with gravel; brown, fine to medium, trace organics, loose, moist.",SM,Fill,14.028457749922987,blue,63,0.100000001
79,575,3,47.54022712,-122.3890226,6.0,16.0,"Sand; gray brown, fine to coarse, little silt and gravel, very dense, wet.",SW,Sand,14.028457749922987,blue,63,6.0
79,575,4,47.54022712,-122.3890226,16.0,19.0,"Sand with gravel; gray, fine to coarse sand, fine gravel, very dense, wet.",SW,Sand,14.028457749922987,blue,63,16.0
79,575,5,47.54022712,-122.3890226,19.0,37.0,"Sand; brown, fine to medium, little gravel, trace silt, very dense, moist.",SW,Sand,14.028457749922987,blue,63,19.0
79,575,6,47.54022712,-122.3890226,37.0,39.5,"Sand; gray, fine to coarse, trace fine gravel, thinly bedded with fine to medium sand, dense, wet.",SW,Sand,14.028457749922987,blue,63,37.0
80,575,1,47.5400681,-122.389021,0.0,0.100000001,Asphalt.,Not applicable,Asphalt / concrete,14.036280119862434,blue,62,0.0
80,575,2,47.5400681,-122.389021,0.100000001,6.0,"Sand; brown, fine to coarse, little silt and gravel, loose, slightly moist.",SW,Fill,14.036280119862434,blue,62,0.100000001
80,575,3,47.5400681,-122.389021,6.0,8.0,"Sand with silt; brown mottled gray, fine to coarse, trace gravel, medium dense, moist.",SM,Sand,14.036280119862434,blue,62,6.0
80,575,4,47.5400681,-122.389021,8.0,11.0,"Silty sand with gravel; gray brown, fine to coarse sand, fine gravel, dense, moist.",SM,Silty sand,14.036280119862434,blue,62,8.0
80,575,5,47.5400681,-122.389021,11.0,17.0,"Sand; gray, fine to coarse, trace silt and gravel, thinly bedded with silty sand, dense, wet.",SW,Sand,14.036280119862434,blue,62,11.0
80,575,6,47.5400681,-122.389021,17.0,19.0,"Sand; gray, fine to coarse, trace gravel and silt, very dense, wet.",SW,Sand,14.036280119862434,blue,62,17.0
80,575,7,47.5400681,-122.389021,19.0,21.0,"Sand; gray brown, fine to medium, trace silt and gravel, with occasional laminations of sandy silt, very dense, very moist.",SP,Sand,14.036280119862434,blue,62,19.0
80,575,8,47.5400681,-122.389021,21.0,25.0,"Sand with silt and gravel, gray, fine to coarse sand, fine gravel, very dense, moist.",SW,Sand,14.036280119862434,blue,62,21.0
80,575,9,47.5400681,-122.389021,25.0,29.5,"Sand; gray brown, fine to coarse, trace and gravel, very dense, moist.",SW,Sand,14.036280119862434,blue,62,25.0
81,575,1,47.54009951,-122.3880988,0.0,0.100000001,Asphalt.,Not applicable,Asphalt / concrete,13.972704239763043,blue,63,0.0
81,575,2,47.54009951,-122.3880988,0.100000001,5.0,"Sand; brown, fine to medium, little silt and gravel, trace fine gravel, very dense, moist.",SW,Sand,13.972704239763043,blue,63,0.100000001
81,575,3,47.54009951,-122.3880988,5.0,12.5,"Sand; gray brown, fine to medium, trace silt, thinly bedded with stained zones of sand, very dense, moist.",SP,Sand,13.972704239763043,blue,63,5.0
81,575,4,47.54009951,-122.3880988,12.5,19.29999924,"Silty sand; gray, fine to medium sand, trace gravel, very dense, very moist grades with zones of iron stained sand, very moist.",SM,Silty sand,13.972704239763043,blue,63,12.5
82,575,1,47.54040378,-122.3881055,0.0,12.0,"Sand; brown, fine to medium, trace silt and gravel, dense, moist.",SP,Sand,13.957936887846092,blue,63,0.0
82,575,2,47.54040378,-122.3881055,12.0,15.0,"Silty sand with gravel; gray, fine to medium sand, medium gravel, very dense, very moist.",SM,Silty sand,13.957936887846092,blue,63,12.0
82,575,3,47.54040378,-122.3881055,15.0,19.0,"Silty sand with gravel; gray, fine to medium sand, medium gravel, very dense, very moist.",SM,Silty sand,13.957936887846092,blue,63,15.0
83,577,1,47.53993143,-122.384424,0.0,7.5,"Gray, silty sand with gravel, moist, loose to medium dense.",SM,Fill,13.734900207646854,blue,103,0.0
83,577,2,47.53993143,-122.384424,7.5,13.0,"Orange brown, silty, medium sand, loose, dry.",SP,Silty sand,13.734900207646854,blue,103,7.5
84,577,1,47.53997011,-122.3847453,0.0,5.0,"Gray, silty sand with gravel, moist, loose to medium dense.",SM,Fill,13.754409401027232,blue,102,0.0
84,577,2,47.53997011,-122.3847453,5.0,8.0,"Brown to gray, silty, medium sand.",SM,Silty sand,13.754409401027232,blue,102,5.0
85,583,1,47.54168974,-122.3938529,0.0,1.5,"Loose, dry, brown, sandy silt.",SM,Sandy silt,14.28402977958749,blue,16,0.0
85,583,2,47.54168974,-122.3938529,1.5,6.0,"Hard, dry, silty, gravelly sand.",SW,Gravelly sand,14.28402977958749,blue,16,1.5
86,583,1,47.54149999,-122.3938866,0.0,6.0,"Hard, dry, silty sand.",SM,Silty sand,14.29537692311412,blue,19,0.0
87,583,1,47.54153105,-122.393831,0.0,7.0,"Dense, moist, blue-gray, silty sand, very moist.",SM,Silty sand,14.290113277554209,blue,16,0.0
88,587,1,47.54472559,-122.396192,0.0,4.0,"Fill, clean, uncontrolled, stable as is.",,Fill,14.303482943497942,blue,55,0.0
88,587,2,47.54472559,-122.396192,4.0,7.0,"Medium sand, silty and gravely (pebbles), dense.",SW,Sand,14.303482943497942,blue,55,4.0
88,587,3,47.54472559,-122.396192,7.0,8.0,"Coarse sand, clean.",SP,Sand,14.303482943497942,blue,55,7.0
89,587,1,47.54459504,-122.3964628,0.0,1.0,"Fill, clean.",,Fill,14.32799871340003,blue,55,0.0
89,587,2,47.54459504,-122.3964628,1.0,5.0,"Silty, gravely sand, medium to light brown, dense.",SW,Gravelly sand,14.32799871340003,blue,55,1.0
89,587,3,47.54459504,-122.3964628,5.0,9.0,"Coarse sand, non-plastic, medium brown to brown, dense.",SP,Sand,14.32799871340003,blue,55,5.0
90,588,1,47.54471091,-122.3859494,0.0,0.800000012,"Asphalt (0.75 inches) over black, sandy silt, trace gravel, moist to wet, medium dense.",Not applicable-ML,Sandy silt,13.602578956755847,blue,72,0.0
90,588,2,47.54471091,-122.3859494,0.800000012,4.5,"Gray sand with silt, scattered gravel, with seams of silt to sandy silt, moist to wet, dense.",SP-SM,Sand,13.602578956755847,blue,72,0.800000012
90,588,3,47.54471091,-122.3859494,4.5,7.0,"Gray-brown, silty sand with gravel, fine sand, moist, very dense.",SM,Silty sand,13.602578956755847,blue,72,4.5
90,588,4,47.54471091,-122.3859494,7.0,20.0,"Gray-brown, silty sand, fine to medium, few to scattered gravel, transitions to less silty with depth, very moist to wet, dense to very dense.",SM,Silty sand,13.602578956755847,blue,72,7.0
90,588,5,47.54471091,-122.3859494,20.0,26.0,"Gray-brown to gray sand with silt, fine to medium, scattered gravel, wet, very dense.",SP-SM,Sand,13.602578956755847,blue,72,20.0
91,588,1,47.54454749,-122.3863891,0.0,1.0,"Asphalt (2 inches) over organic, sandy silt, some wood, peat, gravel, moist, loose.",Not applicable-OL,Sandy silt,13.640264407150122,blue,70,0.0
91,588,2,47.54454749,-122.3863891,1.0,1.799999952,"Gray silt, root traces, very moist. stiff.",ML,Silt,13.640264407150122,blue,70,1.0
91,588,3,47.54454749,-122.3863891,1.799999952,2.599999905,"Gray sand with silt, very moist to wet, medium dense.",SP-SM,Sand,13.640264407150122,blue,70,1.799999952
91,588,4,47.54454749,-122.3863891,2.599999905,8.0,"Gray silty sand, fine to medium, trace to little gravel, very moist to wet, dense.",SM,Silty sand,13.640264407150122,blue,70,2.599999905
91,588,5,47.54454749,-122.3863891,8.0,23.5,"Gray sand with silt, fine to medium, scattered large gravel, wet, occasional seams of silty sand, very dense.",SP-SM,Sand,13.640264407150122,blue,70,8.0
92,588,1,47.54420898,-122.3862962,0.0,1.0,"Asphalt (2 inches) over crushed rock (3 inches), over black organic silt, soft.",Not applicable-ML,Silt,13.650001098369712,blue,70,0.0
92,588,2,47.54420898,-122.3862962,1.0,3.0,"Black peat, silt with large pieces of wood, very moist, soft.",OL,Peat,13.650001098369712,blue,70,1.0
92,588,3,47.54420898,-122.3862962,3.0,5.0,"Dark-gray, silty sand, fine to medium, scattered gravel, wet, medium dense.",SM,Silty sand,13.650001098369712,blue,70,3.0
92,588,4,47.54420898,-122.3862962,5.0,7.0,"Gray silt, trace sand, root traces, seams of silty sand, wet, stiff.",ML,Silt,13.650001098369712,blue,70,5.0
92,588,5,47.54420898,-122.3862962,7.0,15.0,"Dark-gray, silty sand, fine to medium, scattered gravel, very moist to wet, dense to very dense.",SM,Silty sand,13.650001098369712,blue,70,7.0
92,588,6,47.54420898,-122.3862962,15.0,23.5,"Dark-gray sand with silt, fine to medium, wet, very dense.",SP-SM,Sand,13.650001098369712,blue,70,15.0
93,633,1,47.53773945,-122.3844884,0.0,3.0,"Loose, brown, silty sand with fine roots, occasional gravel.",SM,Silty sand,13.852952044924358,blue,106,0.0
93,633,2,47.53773945,-122.3844884,3.0,4.5,"Medium dense, slightly clayey, fine sand with gravel.",GW,Sand,13.852952044924358,blue,106,3.0
93,633,3,47.53773945,-122.3844884,4.5,5.099999905,"Very dense, brown and gray, silty, very fine sand with trace fine roots.",MH,Silty sand,13.852952044924358,blue,106,4.5
94,633,1,47.53783745,-122.3845324,0.0,2.5,"Loose, brown to grayish-brown, silty, fine sand with organics in top 1.5 ft.",ML,Silty sand,13.850713787741356,blue,106,0.0
94,633,2,47.53783745,-122.3845324,2.5,3.5,"Medium dense, grayish-brown, silty fine sand.",ML,Silty sand,13.850713787741356,blue,106,2.5
94,633,3,47.53783745,-122.3845324,3.5,4.5,"Very dense, grayish-brown to light brownish-gray, silty, fine sand with gravel.",GM,Silty sand,13.850713787741356,blue,106,3.5
95,633,1,47.53798669,-122.3844607,0.0,2.5,"Very loose, brown, slightly silty sand with fine roots.",SM,Sand,13.838115826194638,blue,105,0.0
95,633,2,47.53798669,-122.3844607,2.5,3.5,"Dense brown to grayish-brown, silty, fine sand with gravel.",GM,Silty sand,13.838115826194638,blue,105,2.5
95,633,3,47.53798669,-122.3844607,3.5,5.0,"Very dense, grayish-brown to brownish-gray, silty, fine sand with gravel.",GM,Silty sand,13.838115826194638,blue,105,3.5
96,633,1,47.53802604,-122.3844013,0.0,4.5,"Very loose to loose, brown, silty, fine sand with gravel and organics.",GM,Silty sand,13.83210801158016,blue,105,0.0
96,633,2,47.53802604,-122.3844013,4.5,5.5,"Very dense, brownish-gray, slightly silty, fine sand with gravel and occasional iron staining.",GM,Sand,13.83210801158016,blue,105,4.5
97,633,1,47.53809063,-122.3844765,0.0,6.0,"Very loose to loose, brown, silty, fine sand with gravel near surface, organics.",GM,Silty sand,13.833712554975165,blue,105,0.0
97,633,2,47.53809063,-122.3844765,6.0,7.0,"Medium dense, brown, silty, fine sand with gravel.",GM,Silty sand,13.833712554975165,blue,105,6.0
97,633,3,47.53809063,-122.3844765,7.0,8.100000381,"Very dense, brownish-gray, silty, fine sand with gravel, iron staining.",GM,Silty sand,13.833712554975165,blue,105,7.0
98,638,1,47.53753344,-122.3797597,0.0,1.0,Black organic topsoil with roots,PT,Topsoil / vegetation,13.551548622322658,blue,137,0.0
98,638,2,47.53753344,-122.3797597,1.0,4.0,"Loose to medium dense, brown silty fine sand, some roots.",SM,Silty sand,13.551548622322658,blue,137,1.0
98,638,3,47.53753344,-122.3797597,4.0,9.0,"Medium dense, tan, slightly silty, gravelly sand.  Some silty pockets becomes gray and dense with depth.",GM,Gravelly sand,13.551548622322658,blue,137,4.0
99,638,1,47.53752051,-122.3798807,0.0,1.0,Tan sandy fill.,SP,Fill,13.560210263768106,blue,131,0.0
99,638,2,47.53752051,-122.3798807,1.0,1.5,Black organic topsoil,PT,Topsoil / vegetation,13.560210263768106,blue,131,1.0
99,638,3,47.53752051,-122.3798807,1.5,9.0,"Loose to medium dense, tan, slightly gravelly sand, interbedded with silty, fine sand, fine, sandy gravel and slightly sandy gravel.  Becomes tan, and dense to very dense, with depth.",GM,Gravelly sand,13.560210263768106,blue,131,1.5
100,638,1,47.5374693,-122.3796562,0.0,0.5,"Loose, gravelly sand.",SW,Gravelly sand,13.548205264013385,blue,137,0.0
100,638,2,47.5374693,-122.3796562,0.5,2.0,"Very dense, gray, interbedded, gravelly sand, and silty, fine sand.",SW,Gravelly sand,13.548205264013385,blue,137,0.5
101,638,1,47.53742969,-122.3797317,0.0,2.0,"Very dense, gray, interbedded, gravelly sand, and silty, fine sand.",SW,Gravelly sand,13.555314057078627,blue,137,0.0
102,658,1,47.52864472,-122.3886656,0.0,9.0,"Loose, brown sand with organics.",SP,Sand,14.627697047732877,blue,96,0.0
102,658,2,47.52864472,-122.3886656,9.0,30.0,"Light brown, brown to grayish brown, non plastic, poorly graded sand with silt to silty sand, medium dense to very dense.",SP-SM,Sand,14.627697047732877,blue,96,9.0
102,658,3,47.52864472,-122.3886656,30.0,49.0,"Wet, gray, fine clay with sand, very plastic, very dense, occasionally gravelly.",ML,Clay,14.627697047732877,blue,96,30.0
103,658,1,47.52862163,-122.3892437,0.0,13.0,"Light brown, poorly graded sand with silt to silty sand, medium dense to dense.",SM,Sand,14.666284770135206,blue,77,0.0
